nearest:B 00:59:17.58 -00:12:39.7 0.0 0.0 0.979 0.021
nearest:B 00:59:18.11 -00:56:53.6 0.0 0.0 1.0 0.0
nearest:B 00:59:19.95 +00:00:09.2 0.029 0.0 0.971 0.0
nearest:B 00:59:42.12 +00:54:59.8 0.074 0.037 0.852 0.0
nearest:B 01:01:02.25 -09:11:40.4 0.024 0.0 0.952 0.024
nearest:B 01:01:10.66 -08:54:32.5 0.019 0.019 0.926 0.019
nearest:B 01:01:19.48 -09:50:43.0 0.0 0.0 0.975 0.0
nearest:B 01:01:24.74 -00:03:07.3 0.092 0.077 0.831 0.0
nearest:B 01:01:27.45 -10:47:14.9 0.018 0.088 0.877 0.0
nearest:B 01:01:47.90 -00:33:52.2 0.0 0.056 0.944 0.0
nearest:B 01:02:39.14 -10:05:17.4 0.0 0.0 1.0 0.0
nearest:B 01:03:12.89 +14:14:03.0 0.0 0.0 1.0 0.0
nearest:B 01:03:57.12 +13:51:58.7 0.034 0.0 0.931 0.0
nearest:B 01:04:00.42 -10:49:01.2 0.0 0.0 1.0 0.0
nearest:B 01:04:23.41 +15:46:50.7 0.047 0.047 0.906 0.0
nearest:B 01:04:40.15 +15:33:44.5 0.0 0.018 0.964 0.0
nearest:B 01:04:51.89 -00:38:53.1 0.0 0.069 0.897 0.0
nearest:B 01:05:12.11 +14:18:47.8 0.0 0.0 0.968 0.0
nearest:B 01:05:17.07 -10:36:11.7 0.042 0.0 0.875 0.083
nearest:B 01:05:26.52 +00:33:11.2 0.043 0.0 0.957 0.0
nearest:B 01:05:42.08 +14:44:04.1 0.0 0.032 0.903 0.065
nearest:B 01:05:50.19 +00:14:32.2 0.1 0.033 0.867 0.0
nearest:B 01:06:17.47 -00:55:06.6 0.0 0.0 1.0 0.0
nearest:B 01:06:44.57 -01:10:12.4 0.077 0.038 0.808 0.0
nearest:B 01:07:06.30 -00:42:55.8 0.045 0.0 0.909 0.045
nearest:B 01:07:14.25 +13:57:18.4 0.0 0.0 0.947 0.026
nearest:B 01:07:14.27 +01:09:31.4 0.057 0.075 0.868 0.0
nearest:B 01:07:51.48 -00:22:57.8 0.032 0.032 0.935 0.0
nearest:B 01:08:10.90 -00:06:04.9 0.0 0.029 0.943 0.029
nearest:B 01:08:11.24 -01:12:28.6 0.0 0.033 0.933 0.033
nearest:B 01:08:27.47 -00:05:15.6 0.0 0.0 1.0 0.0
nearest:B 01:08:38.08 +00:59:24.4 0.085 0.017 0.898 0.0
nearest:B 01:08:52.99 -00:45:39.5 0.036 0.0 0.964 0.0
nearest:B 01:08:58.75 -01:11:38.9 0.018 0.0 0.946 0.018
nearest:B 01:09:06.07 +14:51:33.0 0.059 0.098 0.824 0.0
nearest:B 01:09:19.41 +14:24:33.5 0.0 0.069 0.914 0.017
nearest:B 01:09:24.06 +14:13:22.4 0.0 0.03 0.879 0.03
nearest:B 01:09:27.93 -00:57:05.0 0.034 0.0 0.862 0.0
nearest:B 01:09:41.70 +01:09:16.1 0.0 0.0 0.963 0.0
nearest:B 01:09:45.06 -09:47:44.2 0.0 0.017 0.966 0.017
nearest:B 01:11:07.78 +15:01:05.7 0.0 0.145 0.836 0.018
nearest:B 01:12:04.27 +13:38:43.6 0.0 0.0 0.963 0.037
nearest:B 01:12:08.63 -00:24:36.7 0.097 0.069 0.806 0.0
nearest:B 01:12:33.68 +00:17:36.3 0.0 0.071 0.929 0.0
nearest:B 01:12:42.11 +01:08:39.2 0.0 0.0 1.0 0.0
nearest:B 01:12:43.83 +15:42:28.1 0.0 0.0 0.981 0.0
nearest:B 01:12:44.31 +15:42:16.4 0.0 0.0 0.848 0.0
nearest:B 01:13:01.97 -00:06:52.8 0.0 0.0 1.0 0.0
nearest:B 01:13:02.23 -09:12:50.3 0.0 0.015 0.91 0.0
